"","knr","aar","knavn","pm2","Menn_ya_p","Kvinner_ya_p","Total_ya_p","inc_k1","inc_k5","uni_k_mf","uni_k_m","uni_k_f","uni_l_mf","uni_l_m","uni_l_f","Trade_p"
"1232","1124","2009","Sola",23156,59.93954,57.91467,58.94637,12.8,35.8,21.2,16.8,25.7,7.6,9.7,5.5,53434
"1233","1124","2010","Sola",25706,60.06549,57.79817,58.95055,12.9,35.7,21.6,17,26.2,8,10,6,54681
"1234","1124","2011","Sola",29463,60.24583,57.90621,59.09636,12.4,35.5,22,17.5,26.6,8.8,10.7,6.8,59334
"1235","1124","2012","Sola",29724,60.26889,58.10431,59.20342,12.4,35.9,22.1,17.7,26.6,9.7,11.4,7.9,63069
"1236","1124","2013","Sola",31196,61.00965,58.77907,59.917,11.7,37.8,22.4,17.9,27.2,10.1,11.8,8.4,63524
"1237","1124","2014","Sola",29753,61.32333,58.89106,60.13236,11.9,37.8,23,18.6,27.6,11.4,12.9,9.8,65111
"1238","1124","2015","Sola",28988,61.41553,59.37301,60.41699,12.6,35.8,23,18.5,27.7,12,13.2,10.8,63843
"1239","1124","2016","Sola",26667,61.36159,59.44758,60.42689,13.2,33.7,23.3,18.7,28.2,12,13.2,10.8,60305
"1240","1124","2017","Sola",28070,61.25047,59.00008,60.15529,13.6,31.9,23.7,19,28.7,12.3,13.5,11.1,59808
"1241","1127","2008","Randaberg",23788,56.87847,56.90271,56.89046,12.9,34.6,19.8,14.9,24.7,5,6.7,3.3,44598
"1242","1127","2009","Randaberg",24964,57.59872,57.51082,57.55549,12.5,35.1,20.3,15.4,25.4,5.1,6.6,3.4,46157
"1243","1127","2010","Randaberg",25062,57.84929,57.09039,57.47724,12.9,34.5,20.7,15.3,26.3,5.2,6.9,3.5,51206
"1244","1127","2011","Randaberg",27428,57.2825,56.85402,57.07186,13.2,34.6,21.2,15.5,26.9,5.4,7,3.8,52793
"1245","1127","2012","Randaberg",27784,57.88462,57.01876,57.45738,13.3,35.7,21.2,15.4,27.1,6,7.6,4.4,53808
"1246","1127","2013","Randaberg",29304,58.37602,56.71089,57.55506,13.8,35.7,21.1,15.4,27,6.1,7.6,4.5,54571
"1247","1127","2014","Randaberg",30116,58.92925,56.88109,57.92051,13.6,34.9,21.4,16,27.1,6.7,7.8,5.5,56813
"1248","1127","2015","Randaberg",28302,59.41679,57.17324,58.31754,14,33.8,21.9,15.8,28.3,7.1,8.3,6,55017
"1249","1127","2016","Randaberg",25849,59.00165,57.33737,58.18199,15.1,31,22.1,16.1,28.3,7.5,8.5,6.5,56155
"1250","1127","2017","Randaberg",28189,58.91726,57.14019,58.04286,15.4,30.3,22.5,16.3,29,7.7,8.5,6.9,54639
"1251","1130","2008","Strand",14799,57.1871,56.0407,56.61832,14.7,26.7,15.5,11.2,19.9,3,4.1,1.9,58884
"1252","1130","2009","Strand",14884,57.43765,56.3962,56.92168,15.6,25.7,15.9,11.6,20.2,3.1,4.1,2.2,65200
"1253","1130","2010","Strand",17055,57.29167,56.60411,56.95163,15.7,25.5,16,11.3,20.7,3.4,4.3,2.5,65838
"1254","1130","2011","Strand",18633,57.49522,56.24333,56.8767,14.8,25.6,16.3,11.6,21.1,3.7,4.7,2.7,67807
"1255","1130","2012","Strand",19760,57.11351,56.48278,56.80222,15.2,26,16.9,11.9,22.1,3.8,4.7,3,71179
"1256","1130","2013","Strand",20260,57.15474,55.94346,56.55614,16,25.8,17.4,12.1,22.8,3.8,4.7,2.9,66984
"1257","1130","2014","Strand",20739,57.36156,55.77596,56.57797,17,24.7,17.9,12.4,23.5,4.5,5.3,3.7,69225
"1258","1130","2015","Strand",20374,57.79159,55.95686,56.88584,17.7,23.7,17.9,12.4,23.6,4.8,5.3,4.2,69409
"1259","1130","2016","Strand",19994,57.3685,55.92695,56.65918,18.2,21.7,18.4,12.7,24.2,4.9,5.3,4.5,69818
"1260","1130","2017","Strand",20445,56.9632,55.56984,56.27863,17.9,21.6,18.9,13.2,24.8,4.8,5.1,4.5,69735
"1261","1135","2008","Sauda",10521,56.98324,51.39177,54.14026,19.2,19.1,14.7,11.4,17.9,2.4,3.4,1.6,60119
"1262","1135","2009","Sauda",8728,57.7187,51.87656,54.75687,20,17.5,14.9,11.5,18.2,2.4,3.1,1.7,59593
"1263","1135","2010","Sauda",8053,58.25787,52.18855,55.18637,20.1,18.8,15.5,12.2,18.8,2.6,3.4,1.8,60669
"1264","1135","2011","Sauda",9098,58.83871,52.35492,55.56028,20.3,18.4,16,12.3,19.7,2.8,3.7,2,62978
"1265","1135","2012","Sauda",9533,59.11414,53.15877,56.10013,19.4,19.3,16.5,12.8,20.2,2.9,3.5,2.2,64811
"1266","1135","2013","Sauda",8017,57.97533,52.84043,55.38462,19.9,21,17.1,12.8,21.4,2.9,3.5,2.2,66024
"1267","1135","2014","Sauda",8366,57.44591,53.10029,55.2521,19.7,20.3,17.2,12.8,21.6,3.5,4.1,2.9,66116
"1268","1135","2015","Sauda",8715,58.49136,54.00755,56.24474,20.1,18.7,17.4,12.8,22.1,3.4,3.8,3,66585
"1269","1135","2016","Sauda",11771,57.88804,53.23129,55.56263,20.5,19.6,18,13.2,22.8,3.6,4.1,3.1,72834
"1270","1135","2017","Sauda",10516,57.23849,53.41772,55.33613,20.4,19.8,18.4,13.7,23.3,3.7,4.1,3.4,70214
"1271","1146","2008","Tysvær",13621,56.68212,55.93366,56.32028,14.7,27,16.7,12.1,21.5,2.7,3.6,1.8,27308
"1272","1146","2009","Tysvær",13723,57.02051,56.2993,56.67216,13,26.8,17.4,12.9,22.3,2.9,3.6,2.1,28373
"1273","1146","2010","Tysvær",15253,56.6537,56.05681,56.36583,14.6,26.8,17.6,13,22.4,3,3.6,2.3,31993
"1274","1146","2011","Tysvær",16323,57.09428,55.67579,56.41252,14.3,26.1,17.7,13,22.6,3.1,3.8,2.3,30917
"1275","1146","2012","Tysvær",17705,57.38318,55.59356,56.52132,13.6,26.8,18.6,13.8,23.6,3.2,4,2.3,31348
"1276","1146","2013","Tysvær",18889,56.54828,55.18599,55.88824,14.2,27,18.6,13.6,23.7,3.4,4.2,2.6,32965
"1277","1146","2014","Tysvær",16964,56.47252,55.288,55.89614,13.8,27.3,18.6,13.6,24,3.9,4.6,3.3,33212
"1278","1146","2015","Tysvær",17916,55.7148,54.69194,55.21783,14.3,25.9,18.9,13.5,24.6,4.2,5,3.4,33225
"1279","1146","2016","Tysvær",17641,55.72833,54.5591,55.15789,14.2,25.4,19.6,14,25.6,4.3,5,3.6,38322
"1280","1146","2017","Tysvær",18939,55.82507,54.71908,55.28485,14,25.1,20,14.4,26.1,4.4,4.9,3.8,38977
"1281","1149","2008","Karmøy",13351,58.82864,56.38204,57.61188,16.7,22.9,15.9,12.7,19.1,2.1,2.9,1.3,52832
"1282","1149","2009","Karmøy",12975,58.82977,56.37982,57.61295,17,23,16.2,12.9,19.6,2.2,3,1.5,53387
"1283","1149","2010","Karmøy",13600,58.63625,56.6543,57.65193,17.2,22.7,16.6,13.1,20.2,2.4,3.1,1.8,54969
"1284","1149","2011","Karmøy",14740,58.65466,56.87311,57.77151,17.7,22,17.1,13.4,20.8,2.5,3.1,2,57473
"1285","1149","2012","Karmøy",15056,58.6367,56.86812,57.761,17.4,22.1,17.6,13.7,21.4,2.7,3.2,2.2,57145
"1286","1149","2013","Karmøy",15750,58.85802,56.82355,57.85301,17.6,22.5,18,14,22,2.9,3.4,2.4,57043
"1287","1149","2014","Karmøy",16084,58.71007,56.73817,57.73477,17.4,22.4,18.2,14.2,22.3,3.4,3.8,3,59140
"1288","1149","2015","Karmøy",16136,58.56606,56.40631,57.49845,17.7,21.6,18.5,14.2,22.8,3.5,3.9,3.1,61014
"1289","1149","2016","Karmøy",16102,58.48377,56.28935,57.40157,18.3,21,18.9,14.6,23.3,3.7,4,3.4,65057
"1290","1149","2017","Karmøy",16549,58.19848,55.99367,57.11004,18,20.4,19.2,14.6,23.9,3.9,4.1,3.6,67259
"1291","1201","2008","Bergen",22208,62.67925,59.11187,60.88413,21.2,20.8,24.5,21.5,27.3,9.9,11.9,7.9,84081
"1292","1201","2009","Bergen",21821,62.95396,59.41921,61.17968,20.6,21.2,24.9,21.8,27.9,10.3,12.1,8.5,86018
"1293","1201","2010","Bergen",24524,62.98719,59.6052,61.28995,20.6,21.2,25.1,21.9,28.3,10.7,12.4,9,85944
"1294","1201","2011","Bergen",26455,63.18314,59.83084,61.50573,20.6,21.3,25.5,22.2,28.7,11.2,12.8,9.6,86750
"1295","1201","2012","Bergen",27971,63.2573,59.86633,61.56459,20.7,21.3,25.9,22.5,29.2,11.7,13.1,10.2,88631
"1296","1201","2013","Bergen",29076,63.55056,59.97019,61.76675,20,21.7,26.3,22.9,29.7,12,13.3,10.7,90067
"1297","1201","2014","Bergen",30306,63.73062,60.17871,61.96493,19.8,21.7,26.5,23,29.9,12.8,13.9,11.7,92764
"1298","1201","2015","Bergen",32874,63.89879,60.42066,62.1725,19.9,21.6,26.7,23.1,30.4,13.5,14.4,12.5,96077
"1299","1201","2016","Bergen",32619,63.85626,60.58969,62.2367,20.1,21,27.1,23.3,30.8,13.7,14.5,12.9,97240
"1300","1201","2017","Bergen",32860,63.8077,60.58503,62.20868,20.4,21.2,27.5,23.6,31.4,14,14.7,13.3,97533
"1301","1216","2008","Sveio",11776,58.14996,55.41965,56.80829,16.6,23.2,16.8,12.2,21.6,2.7,3.7,1.7,18442
"1302","1216","2009","Sveio",12772,58.40286,55.2951,56.88952,17.3,22.9,17,12.2,22.2,3,4,1.9,18516
"1303","1216","2010","Sveio",14425,58.31382,55.76529,57.07141,17.9,20.7,17.6,12.3,23.2,3.2,4.2,2,18877
"1304","1216","2011","Sveio",12869,58.0486,55.91054,57.00662,17.9,21.2,17.7,12.5,23.2,3.3,4.3,2.3,19300
"1305","1216","2012","Sveio",14125,58.19521,55.63072,56.96251,16,22.2,18.3,12.9,24.2,3.6,4.6,2.5,20521
"1306","1216","2013","Sveio",15064,58.49929,56.22102,57.40741,15.9,21.9,19.1,13.4,25.2,3.5,4.5,2.5,21652
"1307","1216","2014","Sveio",14841,58.14035,55.30042,56.78199,16.5,22.7,19,13.8,24.7,3.9,4.6,3.2,22716
"1308","1216","2015","Sveio",15865,57.9279,55.46757,56.74351,16.5,21.2,19.3,13.7,25.3,4.3,4.7,3.9,23780
"1309","1216","2016","Sveio",16117,56.85332,54.99627,55.96281,15.8,20.8,19.7,13.8,26,4.3,5,3.6,26290
"1310","1216","2017","Sveio",16081,56.44444,54.77847,55.64003,15.4,20.6,19.8,13.5,26.7,4.4,4.9,3.9,28533
"1311","1219","2008","Bømlo",11351,57.27741,53.78887,55.57374,17,24.7,15.7,11.6,20,1.9,2.5,1.3,48112
"1312","1219","2009","Bømlo",12315,57.73305,54.39956,56.10284,17,25.8,16.2,11.8,20.8,2,2.6,1.4,48987
"1313","1219","2010","Bømlo",12377,57.99237,54.5306,56.30155,16.7,26.5,16.8,12,21.8,2.2,2.8,1.6,48960
"1314","1219","2011","Bømlo",13087,56.95749,54.72682,55.87076,17.1,26.4,17.2,12.1,22.4,2.4,2.8,2,52481
"1315","1219","2012","Bømlo",14540,56.72276,54.7153,55.74198,17.9,25.3,17.7,12.5,23.1,2.4,2.9,2,52960
"1316","1219","2013","Bømlo",13093,56.93627,54.80583,55.89448,17.5,26.3,18.2,12.9,23.6,2.6,3,2.2,53358
"1317","1219","2014","Bømlo",13346,57.06215,54.77229,55.94519,17.1,25.7,18.8,13,24.9,3.1,3.5,2.8,54752
"1318","1219","2015","Bømlo",14617,56.77924,54.33043,55.58201,17.4,24.7,19,13,25.3,3.2,3.4,2.9,53022
"1319","1219","2016","Bømlo",14723,56.58851,54.12443,55.39141,16.8,23.6,19.6,13.5,26.1,3.3,3.4,3.3,54826
"1320","1219","2017","Bømlo",14838,56.44232,54.2154,55.36168,17.5,22.4,19.9,13.8,26.4,3.4,3.2,3.5,52893
"1321","1221","2008","Stord",15657,58.4194,56.35398,57.39527,15.7,24.2,21.4,16,27,4.4,5.7,3.2,74805
"1322","1221","2009","Stord",15749,59.08519,56.50749,57.81133,15.8,23.7,21.7,16.3,27.2,4.6,5.8,3.5,79914
"1323","1221","2010","Stord",15119,58.90921,55.93065,57.43239,16.2,23.2,21.9,16.5,27.3,4.7,5.7,3.7,78035
"1324","1221","2011","Stord",16274,59.5402,55.93182,57.75668,16.3,23.8,22.1,16.8,27.6,4.8,5.8,3.9,80206
"1325","1221","2012","Stord",16614,59.19465,56.02171,57.63212,16.5,23.3,22.5,17,28.2,5.1,6,4.2,82498
"1326","1221","2013","Stord",18125,59.18301,55.91805,57.56842,16.6,23.6,22.7,17,28.6,5.5,6.2,4.7,83002
"1327","1221","2014","Stord",17327,59.58333,56.20518,57.9213,16.2,24.5,22.9,17.4,28.7,6.2,7,5.4,89221
"1328","1221","2015","Stord",18371,59.42576,55.97243,57.73615,16.6,23.2,23.1,17.2,29.2,6.5,7.1,5.8,88744
"1329","1221","2016","Stord",18019,59.07094,56.03776,57.58189,17.2,22.1,23.4,17.5,29.5,6.6,7.1,5.9,90961
"1330","1221","2017","Stord",19494,59.10089,56.08254,57.61649,17.4,21.5,23.9,17.8,30.1,6.6,7,6.1,91228
"1331","1224","2008","Kvinnherad",13666,57.9859,53.7391,55.86006,17.7,20.1,16.4,13,19.8,2.2,2.9,1.6,58267
"1332","1224","2009","Kvinnherad",13740,57.67236,53.40146,55.53691,17.6,19.7,16.7,13.1,20.3,2.3,2.9,1.7,57107
"1333","1224","2010","Kvinnherad",12150,57.14502,53.34247,55.25138,17.8,19.6,17.1,13.1,21.1,2.4,3,1.8,57517
"1334","1224","2011","Kvinnherad",13297,56.93464,53.68852,55.31979,18.3,19.1,17.3,13.1,21.4,2.5,3.2,1.9,58510
"1335","1224","2012","Kvinnherad",14111,56.6801,53.73924,55.2185,18.4,19.1,17.6,13.2,21.9,2.7,3.4,2.1,59767
"1336","1224","2013","Kvinnherad",13504,56.5068,53.35753,54.94175,18.1,19.4,17.9,13.4,22.4,2.8,3.3,2.2,61106
"1337","1224","2014","Kvinnherad",12990,55.78599,52.91882,54.36064,17.7,19.3,18.4,13.7,23.2,3.2,3.6,2.7,64553
"1338","1224","2015","Kvinnherad",12925,55.50542,52.67234,54.09551,19.1,19.3,18.8,14,23.7,3.4,3.9,3,65732
"1339","1224","2016","Kvinnherad",15133,55.09625,52.83105,53.97483,19.3,18.7,19.2,14.2,24.3,3.4,3.7,3.1,66728
"1340","1224","2017","Kvinnherad",14978,55.25176,52.88638,54.08202,19.3,18.6,19.6,14.3,25,3.6,3.7,3.5,69051
"1341","1235","2008","Voss",14565,56.99809,53.64276,55.30215,20.2,18.3,18.6,13.6,23.5,4,5.1,3,79059
"1342","1235","2009","Voss",14597,56.82716,53.81663,55.29997,20.7,18.5,18.9,14,23.7,4.2,5.1,3.3,80681
"1343","1235","2010","Voss",15329,57.12825,53.67063,55.37333,20.9,18.9,19.6,14.2,24.8,4.4,5.3,3.5,81838
"1344","1235","2011","Voss",17992,57.50036,53.76906,55.60651,20,19,20,14.2,25.6,4.6,5.5,3.6,83465
"1345","1235","2012","Voss",18860,57.08055,53.49296,55.25826,19.6,19.1,20.4,14.6,26.1,4.8,5.6,4,84922
"1346","1235","2013","Voss",18391,57.17363,53.45168,55.29479,19.7,19.1,20.7,14.8,26.4,4.8,5.7,4,84630
"1347","1235","2014","Voss",17459,57.09842,53.69222,55.39243,20.1,19.4,21,15.2,26.6,5.6,6.3,5,88236
"1348","1235","2015","Voss",19016,57.2108,53.4454,55.32167,20.1,19.4,21.7,15.7,27.5,6,6.6,5.4,91257
"1349","1235","2016","Voss",21282,57.20033,53.29084,55.24437,20,19.7,22.1,15.8,28.3,6.3,6.7,6,94800
"1350","1235","2017","Voss",22331,57.18621,53.18007,55.1812,19.6,19,22.4,16,28.8,6.5,6.8,6.3,98233
"1351","1238","2008","Kvam",13864,57.03201,52.39843,54.72594,20,20.1,17.9,14,21.7,3.3,4.4,2.2,60301
"1352","1238","2009","Kvam",14291,57.17355,52.68739,54.94123,20.3,19.7,17.8,13.9,21.7,3.7,4.8,2.6,59965
"1353","1238","2010","Kvam",13120,56.77343,53.22075,55.01196,20.2,19.9,18.4,14.1,22.6,3.9,4.8,3.1,62630
"1354","1238","2011","Kvam",14832,56.95785,53.46841,55.22388,20.1,19.8,18.9,14.2,23.7,3.9,4.8,3.1,64215
"1355","1238","2012","Kvam",15976,57.3861,53.3046,55.38606,20.7,20.3,19.4,14.5,24.3,4.2,5,3.4,66030
"1356","1238","2013","Kvam",16590,57.74552,53.17365,55.5219,20.2,21.3,19.4,14.2,24.7,4.2,5,3.4,67173
"1357","1238","2014","Kvam",17232,57.42507,53.25359,55.39376,19.8,20.2,20,15,25.2,4.8,5.4,4.2,73531
"1358","1238","2015","Kvam",15746,56.87529,52.89594,54.93618,20.5,19.8,20.4,15.1,25.8,5.1,5.6,4.5,75714
"1359","1238","2016","Kvam",14935,56.29185,52.58205,54.47788,19.8,19.4,20.6,15.5,25.9,5,5.5,4.5,77226
"1360","1238","2017","Kvam",19077,56.08847,51.96221,54.06625,20.3,19.9,20.8,15.5,26.3,5.3,5.6,5,76839
"1361","1243","2008","Os (Hordaland)",17540,59.38768,58.3691,58.88508,15,26.1,19.4,15.8,23,4.3,5.7,2.8,64876
"1362","1243","2009","Os (Hordaland)",16068,59.30861,58.22847,58.77593,14.8,25.1,19.8,16,23.6,4.5,5.9,3,64528
"1363","1243","2010","Os (Hordaland)",18450,59.20085,58.06061,58.63702,15.1,24.7,20.1,16.2,24.1,4.7,5.9,3.5,63597
"1364","1243","2011","Os (Hordaland)",19958,59.29112,58.36081,58.83207,15,25.5,20.4,16.3,24.5,5.1,6.2,4,64923
"1365","1243","2012","Os (Hordaland)",19499,59.28277,57.74551,58.5242,14.1,24.8,21.3,17,25.6,5.2,6.3,4.1,65600
"1366","1243","2013","Os (Hordaland)",20964,59.07265,57.49468,58.29567,14.3,24.9,21.8,17.4,26.4,5.3,6.4,4.3,65521
"1367","1243","2014","Os (Hordaland)",22581,58.65709,57.28872,57.98265,14.1,25.3,22.3,17.8,27,6,6.9,5,67295
"1368","1243","2015","Os (Hordaland)",22854,58.44692,56.83629,57.65303,14.6,24.8,22.6,17.8,27.6,6.4,7.3,5.4,66835
"1369","1243","2016","Os (Hordaland)",25345,58.56829,56.57084,57.58282,15.5,22.7,23.1,18.1,28.2,6.6,7.4,5.8,72648
"1370","1243","2017","Os (Hordaland)",24972,58.29991,56.71266,57.51786,15.2,22.5,23.4,18.4,28.6,6.7,7.3,6.1,75828
"1371","1245","2008","Sund",15310,60.8769,58.05654,59.49957,12.9,26.7,14.5,11.6,17.7,2.1,2.2,2.1,18632
"1372","1245","2009","Sund",17713,60.98684,58.13221,59.60332,14.5,26,14.7,11.4,18.2,2.2,2.4,2,19845
"1373","1245","2010","Sund",15607,60.77436,58.40164,59.63152,13.6,26,15.2,11.5,19.1,2.6,2.8,2.3,22280
"1374","1245","2011","Sund",17277,60.02483,58.52777,59.29769,13.7,26.3,15.9,11.8,20.1,2.6,2.8,2.5,22759
"1375","1245","2012","Sund",18064,59.63691,58.11856,58.90154,14.1,25.1,15.8,12.1,19.8,2.5,2.5,2.4,24282
"1376","1245","2013","Sund",17120,59.12192,57.90646,58.53546,14.7,24.9,15.8,12,19.9,2.6,2.5,2.7,24467
"1377","1245","2014","Sund",18297,58.65077,57.69712,58.19141,14.8,25.3,16.4,12.5,20.6,2.9,2.9,3,24540
"1378","1245","2015","Sund",19202,58.5067,57.20012,57.87915,14.8,23.2,16.6,12.4,21.2,3.2,3.3,3,24343
"1379","1245","2016","Sund",23422,57.93695,56.89193,57.43369,15.1,22.5,17.2,13.3,21.4,3.2,3,3.5,27066
"1380","1245","2017","Sund",18519,58.11849,55.89097,57.04165,15,21.7,17.1,12.8,21.8,3.6,3.4,3.9,28722
"1381","1246","2008","Fjell",17898,58.6979,57.77085,58.23549,13.6,30.5,17.5,14.3,20.8,4,5,2.9,85305
"1382","1246","2009","Fjell",18111,58.73296,57.48648,58.11131,13,31.1,18.1,14.7,21.5,4.1,5.2,3.1,87803
"1383","1246","2010","Fjell",19611,58.87996,57.77328,58.32837,13.6,30.3,18.4,14.7,22,4.3,5.4,3.3,88548
"1384","1246","2011","Fjell",19818,58.96564,57.7146,58.34383,13.8,29.6,18.8,14.8,22.8,4.5,5.4,3.5,88258
"1385","1246","2012","Fjell",21051,58.72433,57.63193,58.18222,13.6,30.2,19,14.7,23.4,4.8,5.6,3.9,89106
"1386","1246","2013","Fjell",22552,58.79406,57.82473,58.31507,13.4,29.7,19.4,15.1,23.8,4.8,5.5,4.2,79661
"1387","1246","2014","Fjell",22965,59.14644,57.7952,58.48147,13.7,29.3,19.8,15.3,24.5,5.4,5.9,4.9,82540
"1388","1246","2015","Fjell",24034,59.4649,58.02962,58.75875,13.8,28.2,20.1,15.6,24.8,5.6,6,5.1,85158
"1389","1246","2016","Fjell",25257,59.87854,58.07563,58.99477,14.1,27,20.6,15.5,25.9,5.7,6.1,5.2,88434
"1390","1246","2017","Fjell",24912,59.82247,58.4985,59.17315,14.3,26,20.9,15.8,26.1,6,6.3,5.6,89654
"1391","1247","2008","Askøy",17714,59.56485,57.88175,58.73023,14.2,24.6,18.4,14.9,21.9,4,4.5,3.6,47040
"1392","1247","2009","Askøy",17849,59.62099,57.97749,58.80812,13.5,25.1,18.9,15.2,22.6,4.3,4.7,3.8,46294
"1393","1247","2010","Askøy",18517,59.51022,57.84242,58.68443,13.5,25,19.3,15.3,23.3,4.5,4.9,4,49217
"1394","1247","2011","Askøy",21534,59.00727,57.65709,58.33919,13.5,24.7,19.8,15.7,24,4.8,5.3,4.3,49487
"1395","1247","2012","Askøy",22250,58.7194,57.41013,58.07325,13.6,25.9,20.3,15.9,24.7,5,5.3,4.7,50075
"1396","1247","2013","Askøy",23564,58.15166,57.04876,57.60874,13.9,25.4,20.9,16.3,25.5,5.2,5.5,5,50382
"1397","1247","2014","Askøy",24042,57.92208,56.9257,57.4307,14,25.8,21.1,16.4,26,5.6,5.9,5.4,52331
"1398","1247","2015","Askøy",25127,57.74568,56.65502,57.20798,13.6,25.4,21.5,16.6,26.6,6.1,6.4,5.7,51518
"1399","1247","2016","Askøy",24877,57.34261,56.52981,56.94151,13.6,24.9,22.1,17.2,27.2,6.2,6.2,6.1,51815
"1400","1247","2017","Askøy",25255,57.57679,56.29102,56.94459,14,25.1,22.3,17.1,27.6,6.4,6.3,6.4,52686
"1401","1251","2008","Vaksdal",9363,55.5996,49.28161,52.38675,23.1,13.6,14,11.7,16.2,2.4,2.4,2.3,29488
"1402","1251","2009","Vaksdal",10679,55.85764,50.1677,52.96837,23.8,15.1,14.1,11.6,16.5,2.3,2.2,2.3,28412
"1403","1251","2010","Vaksdal",12891,56.3083,50.82126,53.54273,23.4,14.2,14.6,11.9,17.2,2.4,2.3,2.5,28459
"1404","1251","2011","Vaksdal",12671,55.99415,50.59495,53.2627,21,15.7,14.7,11.7,17.5,2.7,2.7,2.6,29334
"1405","1251","2012","Vaksdal",10495,55.95703,50.7177,53.31078,21.9,13.6,15.6,12.4,18.6,2.8,2.8,2.7,29654
"1406","1251","2013","Vaksdal",11545,55.83211,51.08017,53.43659,21.7,14.8,16,12.8,19.1,3.1,3,3.1,29865
"1407","1251","2014","Vaksdal",14006,56.54906,52.00386,54.27536,21.2,14.6,16.2,12.8,19.6,3.1,3.1,3.1,31230
"1408","1251","2015","Vaksdal",12253,57.60234,52.64188,55.12695,21,14.9,16.3,12.6,20.2,3.4,3.3,3.4,32008
"1409","1251","2016","Vaksdal",15450,57.10159,52.58789,54.86061,21.1,14.3,16.7,13.3,20.2,3.5,3.6,3.5,34958
"1410","1251","2017","Vaksdal",13980,57.22461,52.91214,55.10551,21.7,14.3,17.3,13.7,21.1,3.9,4,3.8,37032
"1411","1253","2008","Osterøy",11630,57.02013,54.02235,55.55099,17.7,18.9,12.8,9.5,16.2,2.2,2.4,1.9,34153
"1412","1253","2009","Osterøy",11820,56.7474,55.04868,55.91676,17.4,18.6,13.2,9.9,16.8,2.4,2.5,2.4,33885
"1413","1253","2010","Osterøy",13313,56.22701,55.07607,55.66635,17.4,17.9,13.4,10,17,2.5,2.4,2.6,34540
"1414","1253","2011","Osterøy",13082,56.93431,55.3596,56.16879,16.5,18,14,10.5,17.7,2.6,2.3,2.9,35952
"1415","1253","2012","Osterøy",14511,57.66649,55.36057,56.54833,17.3,18,14.4,10.6,18.5,2.7,2.5,2.9,36040
